truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Trailer trucks,2024-04-16,Kozhikode,Patna,50,1867.65,1,30121.2,1425.32
Container trucks,2023-07-04,Solapur,Thiruvananthapuram,40,1016.87,2,22407.94,1532.37
Container trucks,2023-05-19,Kozhikode,Allahabad,40,1694.33,1,25743.31,1343.9
Light Commercial Vehicles,2024-02-20,Bangalore,Thiruvananthapuram,10,497.19,0,6801.64,948.91
Medium Commercial Vehicles,2024-05-01,Bhavnagar,Tiruchirappalli,20,1401.24,1,16809.51,1003.8
Trailer trucks,2025-08-09,Kolhapur,Meerut,50,1405.31,2,29339.43,1597.62
Light Commercial Vehicles,2024-05-29,Dehradun,Vellore,10,1930.05,1,18317.32,861.47
Heavy Commercial Vehicles,2025-12-14,Chennai,Allahabad,30,1377.41,0,19003.1,1017.63
Trailer trucks,2025-02-15,Thiruvananthapuram,Bhavnagar,50,1552.27,0,26164.11,1386.34
Heavy Commercial Vehicles,2023-03-18,Vellore,Madurai,30,348.86,1,11331.9,1483.27
Heavy Commercial Vehicles,2025-07-28,Bhavnagar,Nagpur,30,722.15,2,16242.11,1573.12
Heavy Commercial Vehicles,2024-01-07,Mumbai,Guwahati,30,2088.02,0,24224.9,887.93
Trailer trucks,2023-08-21,Udaipur,Jodhpur,50,195.82,2,17764.29,1812.32
Container trucks,2025-11-09,Thiruvananthapuram,Warangal,40,1084.8,3,20185.79,1481.32
Trailer trucks,2025-09-26,Allahabad,Dhanbad,50,498.43,3,19019.42,1786.72
Light Commercial Vehicles,2024-04-23,Tiruchirappalli,Chennai,10,305.6,1,5174.12,1116.89
Medium Commercial Vehicles,2025-02-14,Indore,Vellore,20,1139.03,0,14600.97,1014.45
Medium Commercial Vehicles,2024-12-04,Allahabad,Nagpur,20,552.52,0,9871.16,1014.96
Trailer trucks,2024-08-04,Vellore,Meerut,50,1785.19,2,32594.94,1534.62
Light Commercial Vehicles,2023-06-10,Kanpur,Ahmedabad,10,871.8,2,10851.15,1274.62
Container trucks,2023-04-15,Solapur,Raipur,40,720.42,1,18150.67,1563.74
Medium Commercial Vehicles,2023-12-03,Ranchi,Ludhiana,20,1255.62,0,14926.27,1038.15
Light Commercial Vehicles,2025-05-15,Vadodara,Udaipur,10,258.08,1,4875.64,1111.72
Container trucks,2023-08-14,Bhopal,Nashik,40,520.67,2,18224.33,1627.15
Light Commercial Vehicles,2025-04-28,Ludhiana,Chennai,10,2024.36,1,19096.31,727.16
Container trucks,2025-08-16,Madurai,Jaipur,40,1896.27,2,29913.56,1476.22
Heavy Commercial Vehicles,2023-12-05,Kolhapur,Mumbai,30,299.67,0,11127.23,1306.83
Medium Commercial Vehicles,2025-09-14,Kolkata,Bilaspur,20,643.39,3,11332.64,1193.39
Trailer trucks,2024-10-30,Udaipur,Jamshedpur,50,1288.59,3,25599.41,1539.81
Container trucks,2023-10-07,Visakhapatnam,Indore,40,949.54,3,19571.96,1477.31
Medium Commercial Vehicles,2023-08-19,Amritsar,Raipur,20,1332.4,2,18734.49,1214.56
Trailer trucks,2025-11-24,Gwalior,Kozhikode,50,1675.05,3,28737.1,1549.97
Container trucks,2024-06-05,Surat,Kolkata,40,1612.14,2,27322.67,1395.14
Container trucks,2023-09-13,Vadodara,Mangalore,40,1054.65,3,20183.2,1352.64
Heavy Commercial Vehicles,2025-02-04,Bhavnagar,Vadodara,30,122.08,0,9706.87,1402.49
Heavy Commercial Vehicles,2024-05-15,Vellore,Bilaspur,30,1063.15,1,17078.03,1265.18
Light Commercial Vehicles,2025-07-25,Chennai,Allahabad,10,1377.41,2,15079.96,1044.38
Container trucks,2024-09-14,Nashik,Vellore,40,969.03,3,19421.53,1447.17
Light Commercial Vehicles,2023-04-23,Solapur,Hyderabad,10,275.67,1,5665.94,1078.91
Heavy Commercial Vehicles,2025-10-12,Chennai,Nanded,30,740.61,3,15320.61,1325.04
Trailer trucks,2025-10-26,Indore,Thiruvananthapuram,50,1575.1,3,28069.39,1538.84
Container trucks,2023-01-21,Indore,Bhopal,40,170.28,0,12205.17,1552.32
Container trucks,2023-09-11,Surat,Tiruchirappalli,40,1308.93,3,22231.36,1475.39
Heavy Commercial Vehicles,2024-11-22,Visakhapatnam,Nashik,30,1025.89,3,17515.77,1376.7
Container trucks,2023-01-24,Pune,Solapur,40,236.94,0,13122.11,1492.87
Medium Commercial Vehicles,2023-08-02,Jhansi,Rajkot,20,864.03,2,13843.48,1304.2
Medium Commercial Vehicles,2025-11-09,Nashik,Mumbai,20,139.89,3,6992.42,1417.22
Medium Commercial Vehicles,2025-07-11,Visakhapatnam,Vellore,20,686.33,2,12459.33,1328.69
Light Commercial Vehicles,2024-03-26,Bilaspur,Jaipur,10,837.13,1,9208.82,956.73
Heavy Commercial Vehicles,2025-03-16,Gwalior,Solapur,30,976.34,1,16394.48,1205.27
Trailer trucks,2023-08-27,Bhavnagar,Hubli,50,774.66,2,23419.4,1744.09
Medium Commercial Vehicles,2023-06-30,Hyderabad,Nashik,20,573.6,2,11663.49,1325.78
Trailer trucks,2023-10-04,Warangal,Mangalore,50,756.57,3,21292.5,1650.73
Container trucks,2024-05-22,Udaipur,Dehradun,40,765.1,1,17957.75,1538.12
Trailer trucks,2023-10-27,Nagpur,Guwahati,50,1403.22,3,25946.9,1595.67
Light Commercial Vehicles,2025-12-04,Jamshedpur,Bilaspur,10,425.76,0,6574.9,1020.77
Medium Commercial Vehicles,2025-05-14,Jaipur,Amritsar,20,530.84,1,10497.87,1224.49
Trailer trucks,2025-11-20,Tiruchirappalli,Ludhiana,50,2245.94,3,32540.67,1339.5
Container trucks,2024-05-27,Vellore,Ranchi,40,1325.84,1,22362.98,1398.96
Medium Commercial Vehicles,2023-01-23,Warangal,Vellore,20,562.3,0,9805.12,1060.4
Container trucks,2025-07-13,Bhavnagar,Nashik,40,259.45,2,15841.45,1730.39
Container trucks,2024-09-01,Kolkata,Thiruvananthapuram,40,1977.31,3,28056.56,1325.59
Container trucks,2023-04-29,Kolkata,Agra,40,1163.49,1,21149.92,1504.82
Light Commercial Vehicles,2024-04-23,Bilaspur,Vijayawada,10,636.59,1,7997.86,1128.68
Light Commercial Vehicles,2024-08-29,Jabalpur,Amritsar,10,1064.05,2,12439.06,1138.38
Light Commercial Vehicles,2023-06-04,Gwalior,Delhi,10,282.38,2,5564.51,1242.36
Container trucks,2024-12-18,Udaipur,Ranchi,40,1187.96,0,20847.1,1250.25
Light Commercial Vehicles,2025-03-07,Jamshedpur,Patna,10,327.37,1,6046.16,1146.25
Container trucks,2024-07-16,Jamshedpur,Mumbai,40,1445.43,2,25627.47,1471.1
Light Commercial Vehicles,2023-10-12,Vellore,Jabalpur,10,1139.74,3,11824.43,921.55
Trailer trucks,2025-05-21,Kanpur,Indore,50,613.16,1,20226.23,1669.22
Medium Commercial Vehicles,2023-12-04,Allahabad,Bilaspur,20,372.92,0,8364.72,1194.4
Trailer trucks,2025-10-04,Kozhikode,Surat,50,1141.12,3,24226.61,1593.57
Trailer trucks,2023-02-27,Allahabad,Ludhiana,50,843.85,0,20287.78,1460.05
Medium Commercial Vehicles,2024-04-24,Jamshedpur,Hyderabad,20,1005.2,1,13580.82,1239.01
Heavy Commercial Vehicles,2024-10-02,Rajkot,Vellore,30,1363.37,3,19870.24,1225.34
Container trucks,2024-07-05,Meerut,Rajkot,40,1013.6,2,22271.17,1610.23
Container trucks,2025-09-07,Thiruvananthapuram,Surat,40,1467.08,3,23814.6,1401.02
Light Commercial Vehicles,2024-02-15,Gwalior,Jaipur,10,250.75,0,4949.36,1005.08
Light Commercial Vehicles,2025-08-12,Udaipur,Patna,10,1157.56,2,13183.94,1123.78
Heavy Commercial Vehicles,2023-08-29,Nagpur,Ahmedabad,30,703.82,2,16466.19,1553.85
Trailer trucks,2024-10-23,Nashik,Ahmedabad,50,357.93,3,17441.82,1692.27
Heavy Commercial Vehicles,2025-01-20,Chennai,Ludhiana,30,2024.36,0,24085.83,935.98
Light Commercial Vehicles,2023-02-03,Ahmedabad,Vadodara,10,101.01,0,3392.67,1122.41
Medium Commercial Vehicles,2023-09-12,Nagpur,Nanded,20,289.01,3,8453.78,1339.22
Heavy Commercial Vehicles,2025-08-17,Mangalore,Nashik,30,792.09,2,16606.05,1484.48
Trailer trucks,2025-06-19,Nashik,Rajkot,50,401.85,2,20535.47,1821.32
Light Commercial Vehicles,2023-08-10,Kozhikode,Ranchi,10,1676.39,2,18209.04,1034.82
Container trucks,2023-08-15,Thiruvananthapuram,Jhansi,40,1881.08,2,29930.27,1350.64
Trailer trucks,2024-02-27,Mangalore,Nashik,50,792.09,0,20203.08,1408.01
Heavy Commercial Vehicles,2024-05-08,Kolkata,Chennai,30,1355.35,1,19477.4,1321.34
Container trucks,2025-10-24,Rajkot,Hubli,40,892.81,3,18957.23,1398.28
Light Commercial Vehicles,2024-06-30,Kozhikode,Vijayawada,10,783.35,2,9948.55,1152.8
Container trucks,2025-04-06,Bhavnagar,Jabalpur,40,821.3,1,18796.89,1514.11
Heavy Commercial Vehicles,2025-04-21,Lucknow,Raipur,30,623.61,1,14326.99,1392.66
Container trucks,2023-05-17,Tiruchirappalli,Jodhpur,40,1811.34,1,26522.1,1323.9
Medium Commercial Vehicles,2024-09-24,Dhanbad,Bangalore,20,1517.77,3,18209.75,1119.57
Light Commercial Vehicles,2023-10-22,Vadodara,Bangalore,10,1134.15,3,11806.76,877.49
Heavy Commercial Vehicles,2023-05-28,Thiruvananthapuram,Jaipur,30,2038.92,1,25488.25,1146.45
Light Commercial Vehicles,2023-02-07,Mumbai,Vijayawada,10,871.45,0,8977.62,873.14
Medium Commercial Vehicles,2024-03-23,Dehradun,Kanpur,20,484.14,1,9387.58,1178.82
Light Commercial Vehicles,2023-05-11,Vadodara,Kolhapur,10,630.09,1,8156.74,1139.06
Heavy Commercial Vehicles,2023-01-01,Dehradun,Ranchi,30,1057.76,0,17076.49,1084.06
Trailer trucks,2025-02-07,Bangalore,Rajkot,50,1258.91,0,24210.29,1354.71
Heavy Commercial Vehicles,2023-04-20,Jamshedpur,Vadodara,30,1340.05,1,19830.26,1271.42
Medium Commercial Vehicles,2024-05-17,Nanded,Mangalore,20,737.5,1,12276.22,1278.25
Medium Commercial Vehicles,2023-10-17,Kolkata,Visakhapatnam,20,762.72,3,12278.17,1178.52
Medium Commercial Vehicles,2024-03-19,Bhopal,Jhansi,20,269.29,1,7857.16,1366.57
Medium Commercial Vehicles,2023-02-09,Nanded,Gwalior,20,789.02,0,11897.26,1126.04
Container trucks,2024-06-17,Jhansi,Kolkata,40,1045.93,2,22594.87,1640.74
Trailer trucks,2025-08-23,Lucknow,Rajkot,50,1143.52,2,26843.26,1819.24
Medium Commercial Vehicles,2023-07-18,Tiruchirappalli,Amritsar,20,2341.48,2,27059.88,1022.96
Heavy Commercial Vehicles,2025-02-02,Vellore,Jhansi,30,1388.51,0,19348.1,1082.68
Light Commercial Vehicles,2024-06-17,Bilaspur,Jabalpur,10,252.86,2,5528.24,1228.67
Heavy Commercial Vehicles,2023-05-05,Vijayawada,Mumbai,30,871.45,1,15825.22,1244.38
Heavy Commercial Vehicles,2023-10-24,Madurai,Lucknow,30,1896.5,3,23800.0,1091.58
Container trucks,2024-04-09,Meerut,Chennai,40,1780.57,1,25772.51,1282.33
Container trucks,2025-02-18,Ranchi,Nashik,40,1248.04,0,20927.8,1267.82
Light Commercial Vehicles,2025-05-05,Gwalior,Meerut,10,310.12,1,5094.18,1063.44
Heavy Commercial Vehicles,2023-03-12,Chennai,Vadodara,30,1267.42,1,18731.76,1315.36
Light Commercial Vehicles,2025-10-26,Jabalpur,Guwahati,10,1233.25,3,12740.01,993.62
Light Commercial Vehicles,2024-01-02,Ahmedabad,Chennai,10,1368.41,0,12799.5,803.35
Heavy Commercial Vehicles,2023-05-04,Warangal,Gwalior,30,923.95,1,16085.19,1254.86
Light Commercial Vehicles,2023-04-07,Bhavnagar,Jamshedpur,10,1452.04,1,14905.54,976.23
Trailer trucks,2024-02-15,Surat,Ahmedabad,50,206.85,0,16197.16,1699.28
Container trucks,2023-05-17,Jamshedpur,Madurai,40,1665.31,1,25768.36,1303.17
Light Commercial Vehicles,2025-12-06,Indore,Amritsar,10,992.58,0,10017.65,895.18
Medium Commercial Vehicles,2024-01-14,Kolhapur,Ahmedabad,20,720.93,0,11453.45,1004.47
Light Commercial Vehicles,2023-12-26,Bilaspur,Tiruchirappalli,10,1301.91,0,12910.93,706.86
Medium Commercial Vehicles,2024-06-02,Bhavnagar,Gwalior,20,787.15,2,13651.46,1377.74
Heavy Commercial Vehicles,2024-02-16,Tiruchirappalli,Hubli,30,637.8,0,13165.22,1298.38
Light Commercial Vehicles,2025-10-09,Mangalore,Warangal,10,756.57,3,8968.8,1067.2
Container trucks,2024-03-21,Vellore,Meerut,40,1785.19,1,26372.15,1256.77
Container trucks,2024-09-30,Lucknow,Coimbatore,40,1801.6,3,25977.23,1292.57
Container trucks,2025-11-07,Allahabad,Vijayawada,40,996.47,3,20311.55,1494.79
Heavy Commercial Vehicles,2023-02-09,Meerut,Bilaspur,30,885.07,0,15077.53,1227.11
Heavy Commercial Vehicles,2023-01-24,Mumbai,Vadodara,30,359.13,0,10922.01,1254.13
Container trucks,2024-02-28,Dhanbad,Nashik,40,1371.59,0,21907.58,1321.4
Medium Commercial Vehicles,2024-04-21,Coimbatore,Jabalpur,20,1384.23,1,17141.45,1124.33
Medium Commercial Vehicles,2024-07-03,Kolhapur,Hubli,20,175.73,2,8181.74,1462.72
Container trucks,2024-03-07,Kolkata,Bhopal,40,1125.75,1,21099.95,1352.45
Heavy Commercial Vehicles,2024-12-11,Gwalior,Ahmedabad,30,669.31,0,13951.27,1180.73
Heavy Commercial Vehicles,2025-08-04,Gwalior,Kolkata,30,1108.42,2,19378.0,1422.25
Container trucks,2025-05-26,Raipur,Kanpur,40,590.73,1,16538.86,1506.98
Light Commercial Vehicles,2025-07-28,Jodhpur,Kozhikode,10,1683.29,2,18537.0,1050.8
Heavy Commercial Vehicles,2025-03-17,Mangalore,Solapur,30,537.11,1,12883.89,1409.06
Trailer trucks,2024-07-08,Bhavnagar,Tiruchirappalli,50,1401.24,2,29163.06,1582.66
Container trucks,2023-12-23,Lucknow,Jodhpur,40,792.18,0,17832.78,1343.23
Light Commercial Vehicles,2024-06-21,Coimbatore,Gwalior,10,1687.63,2,18372.0,1083.11
Medium Commercial Vehicles,2023-07-05,Jabalpur,Rajkot,20,948.19,2,14910.79,1336.67
Heavy Commercial Vehicles,2024-11-13,Thiruvananthapuram,Tiruchirappalli,30,317.0,3,11752.12,1458.36
Light Commercial Vehicles,2023-02-05,Madurai,Jaipur,10,1896.27,0,17244.87,632.1
Medium Commercial Vehicles,2023-12-30,Surat,Kozhikode,20,1141.12,0,14818.11,919.02
Medium Commercial Vehicles,2024-10-27,Ahmedabad,Patna,20,1306.39,3,15956.51,1179.18
Medium Commercial Vehicles,2024-07-21,Rajkot,Patna,20,1503.12,2,19382.06,1205.26
Container trucks,2025-08-31,Tiruchirappalli,Rajkot,40,1527.04,2,26882.6,1400.25
Trailer trucks,2023-01-28,Jamshedpur,Gwalior,50,896.17,0,21531.24,1398.85
Heavy Commercial Vehicles,2023-02-23,Jamshedpur,Lucknow,30,694.73,0,13524.04,1198.16
Medium Commercial Vehicles,2025-02-11,Udaipur,Kozhikode,20,1491.12,0,17007.72,852.07
Light Commercial Vehicles,2025-06-14,Vadodara,Jodhpur,10,435.78,2,7149.57,1291.1
Container trucks,2025-12-13,Tiruchirappalli,Hyderabad,40,730.0,0,16982.22,1358.72
Trailer trucks,2024-04-26,Gwalior,Nagpur,50,569.33,1,19204.2,1725.25
Heavy Commercial Vehicles,2023-11-13,Guwahati,Pune,30,2023.36,3,24751.18,1053.78
Container trucks,2024-05-11,Visakhapatnam,Patna,40,897.75,1,18711.0,1553.5
Light Commercial Vehicles,2024-02-08,Mangalore,Rajkot,10,1124.55,0,11682.47,836.57
Trailer trucks,2024-08-18,Hubli,Patna,50,1539.33,2,30461.43,1570.49
Heavy Commercial Vehicles,2023-05-06,Mangalore,Agra,30,1612.82,1,22288.57,1153.12
Trailer trucks,2024-01-27,Indore,Solapur,50,560.17,0,18213.4,1459.26
Heavy Commercial Vehicles,2024-09-08,Solapur,Kozhikode,30,708.38,3,14984.01,1283.67
Heavy Commercial Vehicles,2024-04-28,Guwahati,Tiruchirappalli,30,2183.35,1,26193.32,995.06
Light Commercial Vehicles,2023-09-18,Jabalpur,Nagpur,10,243.71,3,4997.81,1148.12
Medium Commercial Vehicles,2024-12-28,Visakhapatnam,Nashik,20,1025.89,0,13664.98,1074.05
Light Commercial Vehicles,2023-02-04,Mumbai,Ludhiana,10,1343.71,0,13145.02,694.71
Medium Commercial Vehicles,2023-01-31,Solapur,Vijayawada,20,520.57,0,9982.99,1042.0
Medium Commercial Vehicles,2025-10-24,Jaipur,Kozhikode,20,1732.83,3,19826.34,935.98
Trailer trucks,2023-05-30,Raipur,Guwahati,50,1163.9,1,24592.71,1589.4
Heavy Commercial Vehicles,2025-03-21,Thiruvananthapuram,Surat,30,1467.08,1,20725.74,1126.21
Heavy Commercial Vehicles,2023-08-19,Dehradun,Patna,30,872.98,2,17999.2,1461.99
Container trucks,2023-06-11,Jaipur,Jabalpur,40,591.81,2,17995.37,1666.0
Heavy Commercial Vehicles,2025-08-22,Meerut,Dhanbad,30,1042.65,2,18739.45,1492.09
Light Commercial Vehicles,2025-02-24,Thiruvananthapuram,Visakhapatnam,10,1220.84,0,12113.74,743.99
Heavy Commercial Vehicles,2024-10-30,Vadodara,Patna,30,1269.73,3,19272.47,1196.53
Medium Commercial Vehicles,2023-11-27,Bilaspur,Thiruvananthapuram,20,1600.2,3,18912.49,964.93
Trailer trucks,2023-04-30,Raipur,Jamshedpur,50,502.47,1,18956.65,1650.5
Container trucks,2023-12-19,Jodhpur,Raipur,40,1036.25,0,18846.54,1272.86
Trailer trucks,2023-04-28,Hyderabad,Allahabad,50,956.9,1,22867.37,1544.28
Trailer trucks,2023-01-30,Thiruvananthapuram,Vijayawada,50,970.67,0,21322.85,1476.63
Trailer trucks,2024-09-03,Jodhpur,Meerut,50,553.24,3,19803.58,1750.26
Container trucks,2025-09-21,Dhanbad,Ranchi,40,124.87,3,12780.09,1675.83
Medium Commercial Vehicles,2025-07-26,Kanpur,Agra,20,244.66,2,8451.34,1503.94
Medium Commercial Vehicles,2023-05-22,Hyderabad,Pune,20,506.29,1,10349.76,1216.72
Trailer trucks,2024-04-05,Bangalore,Tiruchirappalli,50,269.89,1,17366.34,1649.2
Medium Commercial Vehicles,2023-10-20,Bangalore,Nanded,20,683.04,3,11307.77,1155.43
Trailer trucks,2023-03-27,Indore,Kolkata,50,1285.21,1,25633.89,1575.1
Trailer trucks,2025-08-13,Ludhiana,Visakhapatnam,50,1642.07,2,30686.83,1591.44
Medium Commercial Vehicles,2024-08-05,Nanded,Vellore,20,715.25,2,12619.09,1412.7
Heavy Commercial Vehicles,2025-01-12,Mumbai,Hyderabad,30,622.02,0,13046.77,1160.37
Container trucks,2025-10-12,Patna,Bangalore,40,1605.46,3,24488.72,1332.1
Trailer trucks,2024-05-02,Kolhapur,Rajkot,50,717.27,1,20436.85,1629.55
Container trucks,2023-03-31,Bilaspur,Kozhikode,40,1375.74,1,22548.86,1323.64
Heavy Commercial Vehicles,2024-01-07,Madurai,Ludhiana,30,2334.09,0,26781.03,893.79
Trailer trucks,2025-04-08,Bhopal,Rajkot,50,686.94,1,20696.7,1609.04
Container trucks,2024-01-02,Delhi,Indore,40,666.92,0,16457.99,1392.33
Trailer trucks,2023-01-03,Ludhiana,Hubli,50,1722.17,0,27803.78,1317.94
Heavy Commercial Vehicles,2023-07-11,Thiruvananthapuram,Hyderabad,30,994.59,2,18489.28,1453.67
Light Commercial Vehicles,2025-10-11,Kanpur,Hyderabad,10,1021.65,3,10838.26,1033.55
Medium Commercial Vehicles,2025-05-27,Surat,Mangalore,20,938.74,1,13789.07,1144.64
Light Commercial Vehicles,2025-06-18,Dehradun,Jaipur,10,436.47,2,7378.84,1294.06
Trailer trucks,2025-06-03,Lucknow,Vellore,50,1553.74,2,30314.23,1561.53
Heavy Commercial Vehicles,2023-12-17,Delhi,Gwalior,30,282.38,0,10995.73,1368.84
Heavy Commercial Vehicles,2024-09-04,Nashik,Indore,30,369.9,3,12205.75,1401.66
Heavy Commercial Vehicles,2025-08-23,Jamshedpur,Lucknow,30,694.73,2,15919.06,1471.24
Trailer trucks,2024-10-12,Raipur,Vellore,50,959.88,3,22904.04,1521.56
Heavy Commercial Vehicles,2023-04-26,Mangalore,Jamshedpur,30,1624.67,1,22238.45,1143.88
Trailer trucks,2024-12-13,Bhavnagar,Delhi,50,913.78,0,21094.48,1549.8
Container trucks,2023-04-06,Visakhapatnam,Amritsar,40,1759.17,1,26352.33,1335.84
Light Commercial Vehicles,2023-08-20,Warangal,Ahmedabad,10,920.82,2,10989.46,1095.83
Trailer trucks,2023-08-09,Jhansi,Jamshedpur,50,829.27,2,24118.39,1863.96
Container trucks,2025-03-04,Kolhapur,Thiruvananthapuram,40,951.09,1,19865.54,1483.06
Light Commercial Vehicles,2025-07-29,Nashik,Thiruvananthapuram,10,1313.93,2,14438.68,1043.74
Heavy Commercial Vehicles,2025-05-03,Jamshedpur,Raipur,30,502.47,1,12520.25,1338.01
Container trucks,2024-12-09,Ahmedabad,Udaipur,40,208.53,0,12802.88,1478.79
Trailer trucks,2025-08-07,Gwalior,Mangalore,50,1513.37,2,29619.59,1619.95
Container trucks,2025-04-06,Kolhapur,Warangal,40,585.91,1,16713.11,1552.23
Light Commercial Vehicles,2024-08-25,Nagpur,Indore,10,376.48,2,6746.44,1218.15
Trailer trucks,2024-11-03,Bilaspur,Nashik,50,897.97,3,21731.29,1610.65
Container trucks,2023-08-12,Hyderabad,Gwalior,40,978.61,2,22173.55,1680.71
Trailer trucks,2025-06-15,Warangal,Ranchi,50,840.95,2,23550.57,1735.2
Light Commercial Vehicles,2023-03-28,Madurai,Amritsar,10,2426.95,1,22194.1,693.58
Container trucks,2023-03-18,Nashik,Jabalpur,40,732.02,1,17776.38,1487.43
Container trucks,2023-02-25,Raipur,Pune,40,868.16,0,17892.52,1402.94
Heavy Commercial Vehicles,2024-09-14,Kolhapur,Ludhiana,30,1580.74,3,21826.14,1090.98
Trailer trucks,2025-03-09,Visakhapatnam,Kozhikode,50,1071.46,1,23961.39,1541.11
Light Commercial Vehicles,2023-08-09,Vellore,Kanpur,10,1503.44,2,16265.26,1000.76
Medium Commercial Vehicles,2025-11-04,Agra,Tiruchirappalli,20,1815.39,3,20956.88,1060.87
Heavy Commercial Vehicles,2024-08-11,Coimbatore,Pune,30,894.69,2,18157.58,1514.66
Container trucks,2025-05-15,Jaipur,Bilaspur,40,837.13,1,18964.93,1508.46
Trailer trucks,2024-06-11,Jaipur,Nanded,50,875.15,2,24661.81,1686.07
Medium Commercial Vehicles,2025-09-10,Amritsar,Madurai,20,2426.95,3,25526.89,960.26
Light Commercial Vehicles,2025-03-02,Bhopal,Raipur,10,488.23,1,6955.86,1140.93
Medium Commercial Vehicles,2025-09-23,Raipur,Gwalior,20,652.68,3,11345.27,1299.1
Trailer trucks,2025-11-19,Madurai,Guwahati,50,2298.34,3,33772.95,1312.66
Heavy Commercial Vehicles,2025-01-26,Hyderabad,Jamshedpur,30,1005.2,0,16205.99,1099.06
Light Commercial Vehicles,2023-04-29,Meerut,Mangalore,10,1803.64,1,17530.08,871.96
Trailer trucks,2024-12-17,Ahmedabad,Thiruvananthapuram,50,1670.77,0,26743.0,1278.89
Container trucks,2024-06-19,Patna,Dhanbad,40,238.32,2,14904.15,1721.59
Heavy Commercial Vehicles,2025-10-07,Bilaspur,Patna,30,494.64,3,12541.45,1465.44
Heavy Commercial Vehicles,2023-03-05,Bhopal,Vellore,30,1159.18,1,18735.96,1281.79
Trailer trucks,2023-03-15,Indore,Jabalpur,50,426.5,1,18623.81,1750.03
Light Commercial Vehicles,2025-09-09,Jaipur,Bilaspur,10,837.13,3,9571.99,1114.89
Trailer trucks,2024-11-17,Agra,Ranchi,50,848.99,3,21781.43,1620.07
Light Commercial Vehicles,2025-11-26,Nagpur,Mangalore,10,1016.13,3,10709.83,1064.09
Medium Commercial Vehicles,2024-07-24,Bilaspur,Delhi,20,877.48,2,14485.6,1321.88
Trailer trucks,2025-08-17,Hyderabad,Amritsar,50,1619.95,2,30985.17,1603.01
Heavy Commercial Vehicles,2023-08-19,Jaipur,Vellore,30,1588.28,2,23399.04,1379.81
Light Commercial Vehicles,2023-09-29,Jabalpur,Allahabad,10,313.02,3,5398.24,1152.62
Light Commercial Vehicles,2024-12-11,Mumbai,Jodhpur,10,793.36,0,8506.19,882.09
Medium Commercial Vehicles,2023-08-06,Visakhapatnam,Hubli,20,901.36,2,14979.22,1416.34
Medium Commercial Vehicles,2024-02-22,Jaipur,Bilaspur,20,837.13,0,11623.02,950.09
Heavy Commercial Vehicles,2025-11-24,Jaipur,Udaipur,30,331.33,3,11595.49,1406.58
Heavy Commercial Vehicles,2023-01-25,Vadodara,Dhanbad,30,1367.27,0,18456.58,1038.53
Medium Commercial Vehicles,2025-05-27,Bangalore,Bilaspur,20,1117.4,1,15412.72,1136.33
Medium Commercial Vehicles,2023-05-19,Nagpur,Meerut,20,879.42,1,12989.61,1200.95
Container trucks,2024-11-29,Amritsar,Guwahati,40,1751.42,3,26193.39,1321.06
Medium Commercial Vehicles,2024-12-16,Madurai,Delhi,20,2071.08,0,21597.66,734.8
Heavy Commercial Vehicles,2023-08-07,Kolkata,Surat,30,1612.14,2,24280.25,1399.5
Trailer trucks,2024-02-10,Hyderabad,Visakhapatnam,50,503.51,0,18351.14,1453.25
Container trucks,2025-06-02,Vadodara,Vellore,40,1215.73,2,23928.08,1478.7
Medium Commercial Vehicles,2024-10-06,Indore,Mumbai,20,508.74,3,10117.42,1331.45
Container trucks,2024-10-02,Jaipur,Allahabad,40,627.34,3,17059.27,1551.12
Heavy Commercial Vehicles,2023-09-06,Tiruchirappalli,Lucknow,30,1792.85,3,22924.52,1066.37
